Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
003D64B8  mov al,byte ptr ds:[eax+40F9F0]                                   "0123456789ABCDEFabcdef-+XxPp"
003D65AE  push hddled.40FA2C                                                "0123456789ABCDEFabcdef-+XxPp"
003D67A7  mov al,byte ptr ds:[eax+40FA2C]                                   "0123456789ABCDEFabcdef-+XxPp"
003D6928  mov al,byte ptr ds:[eax+40FA2C]                                   "0123456789ABCDEFabcdef-+XxPp"
003D6A77  mov al,byte ptr ds:[eax+40FA2C]                                   "0123456789ABCDEFabcdef-+XxPp"
003D6BDB  mov al,byte ptr ds:[eax+40FA2C]                                   "0123456789ABCDEFabcdef-+XxPp"
003D6F48  push hddled.40F994                                                "0123456789ABCDEFabcdef-+Xx"
003D7134  mov cl,byte ptr ds:[eax+40F994]                                   "0123456789ABCDEFabcdef-+Xx"
003D732C  push hddled.40F9CC                                                "0123456789ABCDEFabcdef-+Xx"
003D7518  mov cl,byte ptr ds:[eax+40F9CC]                                   "0123456789ABCDEFabcdef-+Xx"
003D7B17  push hddled.40F984                                                "0123456789-+Ee"
003D7B21  push hddled.40F978                                                "0123456789-"
003D7C5D  mov al,byte ptr ds:[eax+40F978]                                   "0123456789-"
003D7E18  mov al,byte ptr ds:[eax+40F978]                                   "0123456789-"
003D7ED5  mov al,byte ptr ds:[eax+40F978]                                   "0123456789-"
003D8492  push hddled.40F9BC                                                "0123456789-+Ee"
003D849C  push hddled.40F9B0                                                "0123456789-"
003D85D8  mov al,byte ptr ds:[eax+40F9B0]                                   "0123456789-"
003D8793  mov al,byte ptr ds:[eax+40F9B0]                                   "0123456789-"
003D8850  mov al,byte ptr ds:[eax+40F9B0]                                   "0123456789-"
